song_id,author,verse_order,text,num_lines,char_count,text_clean,removed_lines,meta_block_cut,n_words_clean,num_lines_clean,char_count_clean
Daj Kasiunie, daj Kasiunie
Porobiony transmituje, wiatrem pluje, oszukuje
Daj Kasiunie, daj Kasiunie, Kinder byłem u niej
Daj Kasiunie, daj Kasiunie, Kinder byłem u niej
Pocałuje Cię bo luźne zdania lubię",17,550,"Jadę po esce na haylce, a za mną nimce
Jadę po esce na haylce, a za mną nimce
Mam szpilmanowe rynce
Se kurwa bączków tu zakrynce
Może jeden może dwa
Jak są cizie to się kręcę cały czas
Śpiewa mi spalony las
I nie pps i nie bundy
Pierwsze unry we wsi nosze
Pozazdroszczą twoje kurwy
Porobiony transmituje, wiatrem pluje, oszukuje
Daj Kasiunie, daj Kasiunie
Porobiony transmituje, wiatrem pluje, oszukuje
Daj Kasiunie, daj Kasiunie, Kinder byłem u niej
Daj Kasiunie, daj Kasiunie, Kinder byłem u niej
Pocałuje Cię bo luźne zdania lubię",1,False,92,16,533
279,Jerzy Bralczyk,1,"#hot16challenge2
Bardzo wszyscy się cieszymy, że już do fryzjera można
I że salon tatuażu też dla wszystkich jest otwarty
I że wreszcie będzie można znów z kumplami zagrać w karty
I że już niedługo zjemy razem prosię z grilla albo z rożna
Nie przeszkadza nam, że krzywa zachorowań idzie w górę
Bo jak gospodarka ruszy, to się wirus jej przelęknie
Jak w kościele jeden z drugą się pomodli i uklęknie
A już całkiem będzie dobrze, kiedy zaśpiewamy chórem
Wszyscy już dokładnie wiemy, że to od nas wprost zależy
Czy uznamy, że iść można zgodnym tłumem na wybory
Jak zechcemy to z radością, czy kto chory, czy nie chory
Jak bezobjawowy tylko, to niech w domu już nie leży
Niech minister już nie straszy, bo się trochę nam znudziło
W izolacji kwarantanny siedzieć sobie po cichutku
Ulga nas powszechna czeka, gdy nie tylko po ogródku
Pochodzimy już bez masek
I na tyle to by było

Niniejszym nominuje, jeśli taki czasownik tutaj pasuje, ale tak mi państwo powiedzieli, że pasuje. Michała Ogórka, Jerzego Radziwiłowicza, Janka Miodka i Wojtka Pszoniaka
To ja jeszcze namawiam do dawania pieniędzy na coś co państwo powiedzą, ja nie umiem tego wymówić",20,1143,"Bardzo wszyscy się cieszymy, że już do fryzjera można
I że salon tatuażu też dla wszystkich jest otwarty
I że wreszcie będzie można znów z kumplami zagrać w karty
I że już niedługo zjemy razem prosię z grilla albo z rożna
Nie przeszkadza nam, że krzywa zachorowań idzie w górę
Bo jak gospodarka ruszy, to się wirus jej przelęknie
Jak w kościele jeden z drugą się pomodli i uklęknie
A już całkiem będzie dobrze, kiedy zaśpiewamy chórem
Wszyscy już dokładnie wiemy, że to od nas wprost zależy
Czy uznamy, że iść można zgodnym tłumem na wybory
Jak zechcemy to z radością, czy kto chory, czy nie chory
Jak bezobjawowy tylko, to niech w domu już nie leży
Niech minister już nie straszy, bo się trochę nam znudziło
W izolacji kwarantanny siedzieć sobie po cichutku
Ulga nas powszechna czeka, gdy nie tylko po ogródku
Pochodzimy już bez masek
I na tyle to by było

Niniejszym nominuje, jeśli taki czasownik tutaj pasuje, ale tak mi państwo powiedzieli, że pasuje. Michała Ogórka, Jerzego Radziwiłowicza, Janka Miodka i Wojtka Pszoniaka
To ja jeszcze namawiam do dawania pieniędzy na coś co państwo powiedzą, ja nie umiem tego wymówić",1,False,193,19,1126
280,Jerzyk Krzyżyk,1,"#hot16challenge2
Jadę po esce na haylce, a za mną nimce
Jadę po esce na haylce, a za mną nimce
Mam szpilmanowe rynce
Se kurwa bączków tu zakrynce
Może jeden może dwa
Jak są cizie to się kręcę cały czas
Śpiewa mi spalony las
I nie pps i nie bundy
Pierwsze unry we wsi nosze
Pozazdroszczą twoje kurwy
Porobiony transmituje, wiatrem pluje, oszukuje
Daj Kasiunie, daj Kasiunie
Porobiony transmituje, wiatrem pluje, oszukuje
Daj Kasiunie, daj Kasiunie, Kinder byłem u niej
Daj Kasiunie, daj Kasiunie, Kinder byłem u niej
Pocałuje Cię bo luźne zdania lubię",17,550,"Jadę po esce na haylce, a za mną nimce
Jadę po esce na haylce, a za mną nimce
Mam szpilmanowe rynce
Se kurwa bączków tu zakrynce
Może jeden może dwa
Jak są cizie to się kręcę cały czas
Śpiewa mi spalony las
I nie pps i nie bundy
Pierwsze unry we wsi nosze
Pozazdroszczą twoje kurwy
Porobiony transmituje, wiatrem pluje, oszukuje
Daj Kasiunie, daj Kasiunie
Porobiony transmituje, wiatrem pluje, oszukuje
Daj Kasiunie, daj Kasiunie, Kinder byłem u niej
Daj Kasiunie, daj Kasiunie, Kinder byłem u niej
Pocałuje Cię bo luźne zdania lubię",1,False,92,16,533
282,Jimson,1,"#Hot16Challenge2
Dziękuje za proszenia, nie słyszałem ich szczerze
Nawijam to dla kumpli, dla miasta i dla siebie
Przy wrzucaniu wyłącz kciuki
Chodzi o to żebyś słuchał, a ja miałem rzucić
Posłuchaj jak to leci
Słowniki, Nefertiti czy Nefreteti
Szacunku do muzyki możesz uczyć dzieci
My i tak spotkamy się w tej samej sieci
V, słuchałem Twój album
Powyżej parteru nie wynajmuj
Niech się uda choć jednemu ze Słupska
Jeden tu przyjechał, wyjechał, wziął w usta
To jak Gra o Tron, ósmy sezon
Północ, mumie, maski i kombinezon
Nie chodzi o to gdzie wstawić słowa
Tylko gdzie nie, zobacz
To nie jest ostatnie słowo",18,609,"Dziękuje za proszenia, nie słyszałem ich szczerze
Nawijam to dla kumpli, dla miasta i dla siebie
Przy wrzucaniu wyłącz kciuki
Chodzi o to żebyś słuchał, a ja miałem rzucić
Posłuchaj jak to leci
Słowniki, Nefertiti czy Nefreteti
Szacunku do muzyki możesz uczyć dzieci
My i tak spotkamy się w tej samej sieci
V, słuchałem Twój album
Powyżej parteru nie wynajmuj
Niech się uda choć jednemu ze Słupska
Jeden tu przyjechał, wyjechał, wziął w usta
To jak Gra o Tron, ósmy sezon
Północ, mumie, maski i kombinezon
Nie chodzi o to gdzie wstawić słowa
Tylko gdzie nie, zobacz
To nie jest ostatnie słowo",1,False,102,17,592
283,Jober,1,"#Hot16Challenge2
Ona nosi cipki, ja nie biore cipek
Chcesz mi laskę dzisiaj zrobić
Weź nie pierdol o tym e
Wyjebane w ciebie bo jesteś brzydka
Jak mi robiłaś gałe, taka jebana kurewka
Ciągniesz mi kurwa chuja, jakbyś kurwa mogła
Będziesz dzisiaj jebana, na moim kanapie
Chcesz się dzisiaj ruchać? poruchasz się dzisiaj z moim bratem
Potem cie puszcze, puszcze ci to zresztą
Że byłaś dzisiaj kurwekom , kurwom na jednom nocke
Byłaś dzisiaj szmatą , o japierdole co za kurwa
Nie wiedziałem co to, że robi ze mną w pizde
Ona była dziwką, nigdy nie była kurwom
Nigdy nie była księżniczką
Chcеsz być ze mną kurwa, ale nie możеsz przestać
Zrobisz mi laskę, ale nawet jeśli kiedy kurwo zostań
Byłaś dla mnie dziwką weź nie pierdol o tym że joker cie wyruchał
Jak cie wyruchałem została ci sekunda potem zaczęłaś spierdalać
Ona nie była dziwką, ona była kurwą, każdy o tym powie, że joker ją wyrucha, że będzie ją miał na noc",20,917,"Ona nosi cipki, ja nie biore cipek
Chcesz mi laskę dzisiaj zrobić
Weź nie pierdol o tym e
Wyjebane w ciebie bo jesteś brzydka
Jak mi robiłaś gałe, taka jebana kurewka
Ciągniesz mi kurwa chuja, jakbyś kurwa mogła
Będziesz dzisiaj jebana, na moim kanapie
Chcesz się dzisiaj ruchać? poruchasz się dzisiaj z moim bratem
Potem cie puszcze, puszcze ci to zresztą
Że byłaś dzisiaj kurwekom , kurwom na jednom nocke
Byłaś dzisiaj szmatą , o japierdole co za kurwa
Nie wiedziałem co to, że robi ze mną w pizde
Ona była dziwką, nigdy nie była kurwom
Nigdy nie była księżniczką
Chcеsz być ze mną kurwa, ale nie możеsz przestać
Zrobisz mi laskę, ale nawet jeśli kiedy kurwo zostań
Byłaś dla mnie dziwką weź nie pierdol o tym że joker cie wyruchał
Jak cie wyruchałem została ci sekunda potem zaczęłaś spierdalać
Ona nie była dziwką, ona była kurwą, każdy o tym powie, że joker ją wyrucha, że będzie ją miał na noc",1,False,161,19,900
284,Joda,1,"#Hot16Challenge2
Ta muzyka rozwiązała już niejeden problem
Polska usycha, dlatego raperzy leją wodę
Filantropia na pokaz, powiedz Joda to buc
Jedyne co mogę im oddać to umorzony ZUS
Uuu, siostro podaj skalpel
Pokażę ci jak politykowi zdejmuję maskę się
Za defraudacje te, słowa do ludzi
Ty zasuwaj na wybory, bo obudzisz się na Białorusi
Od trueschoolu po korporacje, a mieli ci mówić prawdę
Też zapierdalam po papier, ale nie tym samym asfaltem
Farsę pakuję do kosza jak Carter
Z tym nie dyskutuj, jak z nadgorliwym milicjantem
Stare porzekadło ztuningujmy
Kraj piękny, ludzie super, tylko państwo to kurwy
Ja i moje plemię, objawowi nosiciele
Uwolnimy nową epidemię - samodzielne myślenie

Właśnie tak
Joda, Biuro Ochrony Rapu
Nominuję wszystkich posłów, senatorów, europosłów wszystkich kadencji do wypłacania swoich grubych diet na służbę zdrowia publiczną, którą doprowadzili do ruiny na długo, długo przed nietoperzem, kurwa z Wuhan
I co mogę powiedzieć
Dla tych, którzy wpłacali od serducha swój hajs wielki, wielki props
Avi, Głowa PMM, Aero czekam na wasze zwrotki
Peace out",24,1083,"Ta muzyka rozwiązała już niejeden problem
Polska usycha, dlatego raperzy leją wodę
Filantropia na pokaz, powiedz Joda to buc
Jedyne co mogę im oddać to umorzony ZUS
Uuu, siostro podaj skalpel
Pokażę ci jak politykowi zdejmuję maskę się
Za defraudacje te, słowa do ludzi
Ty zasuwaj na wybory, bo obudzisz się na Białorusi
Od trueschoolu po korporacje, a mieli ci mówić prawdę
Też zapierdalam po papier, ale nie tym samym asfaltem
Farsę pakuję do kosza jak Carter
Z tym nie dyskutuj, jak z nadgorliwym milicjantem
Stare porzekadło ztuningujmy
Kraj piękny, ludzie super, tylko państwo to kurwy
Ja i moje plemię, objawowi nosiciele
Uwolnimy nową epidemię - samodzielne myślenie

Właśnie tak
Joda, Biuro Ochrony Rapu",2,True,113,18,711
285,Johnny Slim,1,"#hot16challenge2
To nie hot sixteen to hot hundred
Vox blitzkrieg, Billboard, Grammy
Mok kingpin, Chemiczny Ali
W blok wersami jak pigułami
May the Forth be zawsze z nami
Ja Jedi szary nie republikanin
Się nie sprzedam żadnej ze stron
Jestem proponentem równowagi
Jak Proce-ente czerniakowianin
W złość dałem radę zabić
Przepływa moc dzięki niej gramy
Slim równy gość, ale nie bez skazy
Od niektórych props od innych zawiść
Nieważne co mówi kto ja chcę się poprawić
I dawać high quality
Każdym wersem zabić kto jest na sali robię fatality
Z całych sił i jestem na fali
Slim Seazon za nami kolejny mixtape już w drodze
Pozdrawiam Alohę cały team i moich ziomali
Coś dziwny ten rok ale damy radę z nim
Bo mamy ten styl którego nie znasz ty
Przynajmniej nie broke, więc stać mnie na Uber Eats
Korpo płaci sos co dotychczas wkurwiało mnie dość
Inaczej jest dziś
Bo mogę siedzieć na dupie co noc i zgarniać kwit
Obejrzeć jakiś film, zajarać se blant czy jak wolisz spliff
Ten top waży chyba ze gram to broccoli
Ziomy wróciły czy to Amsterdam czy Bocconi
Czy Cambridge czy King's
Miałem wyjeżdżać do Kanady
Zamiast tego na chacie gnij
Ewentualnie Mazury
Chciałem zamówić se buty mój iPhone wie o tym
Ciągle podsuwa mi w chuj promocji
Ale po co mi
Od dwóch miesięcy tylko Kuboty",37,1271,"To nie hot sixteen to hot hundred
Vox blitzkrieg, Billboard, Grammy
Mok kingpin, Chemiczny Ali
W blok wersami jak pigułami
May the Forth be zawsze z nami
Ja Jedi szary nie republikanin
Się nie sprzedam żadnej ze stron
Jestem proponentem równowagi
Jak Proce-ente czerniakowianin
W złość dałem radę zabić
Przepływa moc dzięki niej gramy
Slim równy gość, ale nie bez skazy
Od niektórych props od innych zawiść
Nieważne co mówi kto ja chcę się poprawić
I dawać high quality
Każdym wersem zabić kto jest na sali robię fatality
Z całych sił i jestem na fali
Slim Seazon za nami kolejny mixtape już w drodze
Pozdrawiam Alohę cały team i moich ziomali
Coś dziwny ten rok ale damy radę z nim
Bo mamy ten styl którego nie znasz ty
Przynajmniej nie broke, więc stać mnie na Uber Eats
Korpo płaci sos co dotychczas wkurwiało mnie dość
Inaczej jest dziś
Bo mogę siedzieć na dupie co noc i zgarniać kwit
Obejrzeć jakiś film, zajarać se blant czy jak wolisz spliff
Ten top waży chyba ze gram to broccoli
Ziomy wróciły czy to Amsterdam czy Bocconi
Czy Cambridge czy King's
Miałem wyjeżdżać do Kanady
Zamiast tego na chacie gnij
Ewentualnie Mazury
Chciałem zamówić se buty mój iPhone wie o tym
Ciągle podsuwa mi w chuj promocji
Ale po co mi
Od dwóch miesięcy tylko Kuboty",1,False,223,36,1254
286,Joka,1,"#Hot16Challenge2
W moich dłoniach polski trap tak jak ciastolina (Play-Doh)
Kiedyś tylko długi, dzisiaj studio i rodzina
Myślisz, że mnie nie znasz, a słuchasz bez przerwy
30 złotych płyt, dwa diamenty
Platyn z 10 ale jebać wyróżnienia
Kiedyś trawa, dzisiaj trawnik do koszenia
Otworzyłem w domu se cukiernie wariat
Bo lubię się budzić przy słodkich kawałkach
Nie gadajmy o raperach
Mój syn ma rok i więcej do powiedzenia
Byłem DJ-em w piekle
A dziś nim w raju jestem
Aaa kotki dwa
Całe w Gucci obydwa
Aaa kotki dwa
Całe w Gucci obydwa",17,535,"W moich dłoniach polski trap tak jak ciastolina (Play-Doh)
Kiedyś tylko długi, dzisiaj studio i rodzina
Myślisz, że mnie nie znasz, a słuchasz bez przerwy
30 złotych płyt, dwa diamenty
Platyn z 10 ale jebać wyróżnienia
Kiedyś trawa, dzisiaj trawnik do koszenia
Otworzyłem w domu se cukiernie wariat
Bo lubię się budzić przy słodkich kawałkach
Nie gadajmy o raperach
Mój syn ma rok i więcej do powiedzenia
Byłem DJ-em w piekle
A dziś nim w raju jestem
Aaa kotki dwa
Całe w Gucci obydwa
Aaa kotki dwa
Całe w Gucci obydwa",1,False,93,16,518
287,Joker,1,"#Hot16Challenge2
Ona nosi cipki, ja nie biore cipek
Chcesz mi laskę dzisiaj zrobić
Weź nie pierdol o tym e
Wyjebane w ciebie bo jesteś brzydka
Jak mi robiłaś gałe, taka jebana kurewka
Ciągniesz mi kurwa chuja, jakbyś kurwa mogła
Będziesz dzisiaj jebana, na moim kanapie
Chcesz się dzisiaj ruchać? poruchasz się dzisiaj z moim bratem
Potem cie puszcze, puszcze ci to zresztą
Że byłaś dzisiaj kurwekom , kurwom na jednom nocke
Byłaś dzisiaj szmatą , o japierdole co za kurwa
Nie wiedziałem co to, że robi ze mną w pizde
Ona była dziwką, nigdy nie była kurwom
Nigdy nie była księżniczką
Chcеsz być ze mną kurwa, ale nie możеsz przestać
Zrobisz mi laskę, ale nawet jeśli kiedy kurwo zostań
Byłaś dla mnie dziwką weź nie pierdol o tym że joker cie wyruchał
Jak cie wyruchałem została ci sekunda potem zaczęłaś spierdalać
Ona nie była dziwką, ona była kurwą, każdy o tym powie, że joker ją wyrucha, że będzie ją miał na noc",20,917,"Ona nosi cipki, ja nie biore cipek
Chcesz mi laskę dzisiaj zrobić
Weź nie pierdol o tym e
Wyjebane w ciebie bo jesteś brzydka
Jak mi robiłaś gałe, taka jebana kurewka
Ciągniesz mi kurwa chuja, jakbyś kurwa mogła
Będziesz dzisiaj jebana, na moim kanapie
Chcesz się dzisiaj ruchać? poruchasz się dzisiaj z moim bratem
Potem cie puszcze, puszcze ci to zresztą
Że byłaś dzisiaj kurwekom , kurwom na jednom nocke
Byłaś dzisiaj szmatą , o japierdole co za kurwa
Nie wiedziałem co to, że robi ze mną w pizde
Ona była dziwką, nigdy nie była kurwom
Nigdy nie była księżniczką
Chcеsz być ze mną kurwa, ale nie możеsz przestać
Zrobisz mi laskę, ale nawet jeśli kiedy kurwo zostań
Byłaś dla mnie dziwką weź nie pierdol o tym że joker cie wyruchał
Jak cie wyruchałem została ci sekunda potem zaczęłaś spierdalać
Ona nie była dziwką, ona była kurwą, każdy o tym powie, że joker ją wyrucha, że będzie ją miał na noc",1,False,161,19,900
288,Jongmen,1,"#hot16challenge2
Jebać kapusi – niech te kurwa dusi pyta
#MuremZaBonusem, replay jak zdarta płyta
Co jest kurwa w sejmie ręka rękę myje
Świnie przy korycie, reszta szamie pomyje
60-tka, dla sądu złoty protokół
To śmieć co się skruszył, bo się obsrał wyroku
Co jest kurwa. ciśnienie rozsadza ból
Kupić lud za ich własny hajs, masz 500+
Służba zdrowia, finansowana przez rap
#hot16challenge, Duda kutasa łap
Dwa miliardy na TVP, Rydzyk się modli
Powiedz to dzieciakom w agonii i na onkologii
Syf w sądach, winny nie winny styka
Se kolorują słupki, zgadza się statystyka
Bez dowodu, na lewo pajda #FreeBGU
Białołęka, Służewiec, Grochów – PDW!
Jebać 60tki, jebać potwierdzaczy, jebać PiS, ludzie otwórzcie oczy – łączmy się razem!
Trzymaj się Bonus, Spoczywaj W Pokoju Kłyza",19,770,"Jebać kapusi – niech te kurwa dusi pyta
#MuremZaBonusem, replay jak zdarta płyta
Co jest kurwa w sejmie ręka rękę myje
Świnie przy korycie, reszta szamie pomyje
60-tka, dla sądu złoty protokół
To śmieć co się skruszył, bo się obsrał wyroku
Co jest kurwa. ciśnienie rozsadza ból
Kupić lud za ich własny hajs, masz 500+
Służba zdrowia, finansowana przez rap
#hot16challenge, Duda kutasa łap
Dwa miliardy na TVP, Rydzyk się modli
Powiedz to dzieciakom w agonii i na onkologii
Syf w sądach, winny nie winny styka
Se kolorują słupki, zgadza się statystyka
Bez dowodu, na lewo pajda #FreeBGU
Białołęka, Służewiec, Grochów – PDW!
Jebać 60tki, jebać potwierdzaczy, jebać PiS, ludzie otwórzcie oczy – łączmy się razem!
Trzymaj się Bonus, Spoczywaj W Pokoju Kłyza",1,False,121,18,753
289,Josef Bratan,1,"#Hot16Challenge2
Siedzę w tym tyle, że nic mi nie wmówisz
Prędzej z tych bzdur co sam się pomówisz
Kiedyś jeździł i dusił - wpadli, zabrali i kurwa się skruszył
Nikt z tą kurwą nie ruszył, jeszcze słychać oklaski (oh)
Efekt pandemii czy z braku maski, flashe i blaski (oh, oh)
Wersy gorące (whip, whip)
Wyskakuj z kasy i wpłacaj pieniądze
Co tu dużo mówić, co tu dużo mówić?
Żyjemy w czasach, rzecz wspólna to wróg
Wróg numer jeden, a każdy zesrany wykręca
997, 997 (whip, whip)
Dobra zawijam wydzwaniam (?)
Jadę poruchać, bo (?) nie zmieni
Do tego samara miękkich używek, a koko w saszecie to trzymam dla dziwek
To trzymam dla dziwek, a więc zbędne pytania
Tylko czekać aż wróci normalność znana
Która ręce se brudzi, najczęściej dotyka tylko prawdziwych ludzi
Tylko prawdziwych ludzi (oh, oh, oh, oh)",19,802,"Siedzę w tym tyle, że nic mi nie wmówisz
Prędzej z tych bzdur co sam się pomówisz
Kiedyś jeździł i dusił - wpadli, zabrali i kurwa się skruszył
Nikt z tą kurwą nie ruszył, jeszcze słychać oklaski (oh)
Efekt pandemii czy z braku maski, flashe i blaski (oh, oh)
Wersy gorące (whip, whip)
Wyskakuj z kasy i wpłacaj pieniądze
Co tu dużo mówić, co tu dużo mówić?
Żyjemy w czasach, rzecz wspólna to wróg
Wróg numer jeden, a każdy zesrany wykręca
997, 997 (whip, whip)
Dobra zawijam wydzwaniam (?)
Jadę poruchać, bo (?) nie zmieni
Do tego samara miękkich używek, a koko w saszecie to trzymam dla dziwek
To trzymam dla dziwek, a więc zbędne pytania
Tylko czekać aż wróci normalność znana
Która ręce se brudzi, najczęściej dotyka tylko prawdziwych ludzi
Tylko prawdziwych ludzi (oh, oh, oh, oh)",1,False,135,18,785
290,Juchas,1,"#Hot16Challenge2
No dziei KOZONOSA, yhh
Pozdrawiam jego też ślicznie
Hot szynt czelet
Pozdrawiam też

Debesta, debesta, debesta
Wpadaj mała na magazyn, na testa i
Zakładam plecak i lecę na rejon
Kajdan na szyli i, a ludzie szalejo
Bezdomni wracajo do domu
Dla trupiarzy drzwi zamknięte są, Wieśka nie oddam nikomu!
Na szkolnej postawie lotnisko
Miało nie być niczego, tak? Ale będzie wszystko
Jan Rodo jest właśnie jeden
Mexykano mi ukradł właśnie z lajta złotych 207
Kiedyś nosiłem pomniki za flaszkę wódki
Teraz na swoim zarabiam 1000 zł dniówki
Matulka choruje, braciszek choruje, to ich niedola jeswłaś
No, a ja nie choruje, khym, bo spożywam alkohola
Trąbka Wieśka denerwuje
Bo zakłóca miemu wieczny odpoczynek
A ja nagrywam 16, to jest dobry właśnie uczynek

Nominuję Pawła z Warszawy
Prezydenta Suchodolaskiego
Kingt Of deDajmond
I pozdrawiam wszystkich, którzy mie bedo oglądać",26,885,"No dziei KOZONOSA, yhh
Pozdrawiam jego też ślicznie
Hot szynt czelet
Pozdrawiam też

Debesta, debesta, debesta
Wpadaj mała na magazyn, na testa i
Zakładam plecak i lecę na rejon
Kajdan na szyli i, a ludzie szalejo
Bezdomni wracajo do domu
Dla trupiarzy drzwi zamknięte są, Wieśka nie oddam nikomu!
Na szkolnej postawie lotnisko
Miało nie być niczego, tak? Ale będzie wszystko
Jan Rodo jest właśnie jeden
Mexykano mi ukradł właśnie z lajta złotych 207
Kiedyś nosiłem pomniki za flaszkę wódki
Teraz na swoim zarabiam 1000 zł dniówki
Matulka choruje, braciszek choruje, to ich niedola jeswłaś
No, a ja nie choruje, khym, bo spożywam alkohola
Trąbka Wieśka denerwuje
Bo zakłóca miemu wieczny odpoczynek
A ja nagrywam 16, to jest dobry właśnie uczynek",2,True,121,21,746
291,Julia Wieniawa,1,"#hot16challenge2
Elo, tu Wieniawa wjeżdża jak świeża murawa
Nie znam się na rapach, ale jadę z tym jak trabant
Bo gra warta rymu dla medyków tutaj brawa
Pielęgniarki przytulam jak rodaków parawan
Z głowy korona nie spadnie jak zasilisz siepomaga
Naprawimy służbę zdrowia, potem inny stragan
W kraju polityczny raban i cenzury kagan
Miało być tak pięknie, znów nagonka i bałagan
Trzymajmy się razem jak z kołnierzykiem krawat
Każdy żołnierzykiem, damy radę jak Warszawa
My tu joga i zabawa, oni nam kasują prawa
Gdybym to ja miała pióro takie jak Wisława
Wiem, że rap ten nie mieści się nawet w słabej trójce
Ale ja tu tylko tańczyć miałam w kryształowej bójce
Pomóc ludziom i wolności taki jest mały mój cel
Temu światu trochę troski razem ze mną podarujcie, ej
Siedzę w domu, nie muszę pamiętać
Który dres założyć do zdjęcia
Siedzę w domu, nie muszę pamiętać
Który dres założyć do zdjęcia, ej",21,893,"Elo, tu Wieniawa wjeżdża jak świeża murawa
Nie znam się na rapach, ale jadę z tym jak trabant
Bo gra warta rymu dla medyków tutaj brawa
Pielęgniarki przytulam jak rodaków parawan
Z głowy korona nie spadnie jak zasilisz siepomaga
Naprawimy służbę zdrowia, potem inny stragan
W kraju polityczny raban i cenzury kagan
Miało być tak pięknie, znów nagonka i bałagan
Trzymajmy się razem jak z kołnierzykiem krawat
Każdy żołnierzykiem, damy radę jak Warszawa
My tu joga i zabawa, oni nam kasują prawa
Gdybym to ja miała pióro takie jak Wisława
Wiem, że rap ten nie mieści się nawet w słabej trójce
Ale ja tu tylko tańczyć miałam w kryształowej bójce
Pomóc ludziom i wolności taki jest mały mój cel
Temu światu trochę troski razem ze mną podarujcie, ej
Siedzę w domu, nie muszę pamiętać
Który dres założyć do zdjęcia
Siedzę w domu, nie muszę pamiętać
Który dres założyć do zdjęcia, ej",1,False,151,20,876
292,K2,1,"#Hot16Challenge2
My mniemamy, że mamy świat w rękach
Jedna maciupeńka genetyczna informacja sprawia, że
Cała rzekomo to wielka naszej cywilizacji enta potęga tu klęka
To zdumiewający widok, kiedy zakażenia rzeka szeroko płynąc
Wylewa koryto
My sami nie wiemy czy noszenie masek to ma sens
Może lekarze za kasę ściemniają tą ciemną masę (Na serio!?)
Kaszel - to zdecydowanie za daleki odlot
Nie szczepisz się odkąd zaszczepiłeś na leki kaleki pogląd
W zalewie dezinformacji ludzie zdezorientowani będą
Skłonni uciec ku pseudonauce nie ekspertom
Ten patogen to eksperyment o psychologicznym rysie
Ty nie masz wątpliwości, że Ty się nie poddajesz poznawczym błędom
Ja-jaka wiara, by nie wierzyć miała w boskość, jaka?
Ręka stara skinie, leży cała gospodarka (Co?!)
Czy głos potargasz przy czym głośno z gardła  krzyczysz coś o karłach
Z tego nie wynika mi, że padnie partia
Bo ona na to co podatne padła",19,900,"My mniemamy, że mamy świat w rękach
Jedna maciupeńka genetyczna informacja sprawia, że
Cała rzekomo to wielka naszej cywilizacji enta potęga tu klęka
To zdumiewający widok, kiedy zakażenia rzeka szeroko płynąc
Wylewa koryto
My sami nie wiemy czy noszenie masek to ma sens
Może lekarze za kasę ściemniają tą ciemną masę (Na serio!?)
Kaszel - to zdecydowanie za daleki odlot
Nie szczepisz się odkąd zaszczepiłeś na leki kaleki pogląd
W zalewie dezinformacji ludzie zdezorientowani będą
Skłonni uciec ku pseudonauce nie ekspertom
Ten patogen to eksperyment o psychologicznym rysie
Ty nie masz wątpliwości, że Ty się nie poddajesz poznawczym błędom
Ja-jaka wiara, by nie wierzyć miała w boskość, jaka?
Ręka stara skinie, leży cała gospodarka (Co?!)
Czy głos potargasz przy czym głośno z gardła krzyczysz coś o karłach
Z tego nie wynika mi, że padnie partia
Bo ona na to co podatne padła",1,False,142,18,882
293,KOLA,1,"#Hot16Challenge2
Z głowy korona mi nie spadnie jak wlecę tutaj inaczej
Gdybym miał virusa to bym Ci zrobił pannę
Z krwi i kości romantyk, już za suką nie płacze, nara
Daje zielone światło, niech sobie inny wkłada
Trzeci sezon jest w drodze, to jak dziękuję dobranoc
Chcieli etos w podłodze, mieli patos'ów za ścianą
Ktoś się naćpał, ktoś się nachlał, robili tragizm w nocy
Nie jestem pełen ironii to polski rap dziś komizm
Nominowani do złotych malin mogą być co najwyżej
Się sami przehypowani, pogubili gdzieś ambicje
Chcą mnie uczyć rzucać mięsem, pochodząc ze świata wegan
Reżyserzy rozumiem, ale kurwa Vega
Nominowali tu kata na barach dźwigałem długo ciężar od rana przez rany
K do O do L do A, lektor flow jak słychać dykcja nie siada #PiotrKnapik
I powiem Ci zamilcz, jak z filmem tu wjadę to dawaj Oscary
A po bankiecie z tej gali przez trzy dni nie trafisz do chaty",17,874,"Z głowy korona mi nie spadnie jak wlecę tutaj inaczej
Gdybym miał virusa to bym Ci zrobił pannę
Z krwi i kości romantyk, już za suką nie płacze, nara
Daje zielone światło, niech sobie inny wkłada
Trzeci sezon jest w drodze, to jak dziękuję dobranoc
Chcieli etos w podłodze, mieli patos'ów za ścianą
Ktoś się naćpał, ktoś się nachlał, robili tragizm w nocy
Nie jestem pełen ironii to polski rap dziś komizm
Nominowani do złotych malin mogą być co najwyżej
Się sami przehypowani, pogubili gdzieś ambicje
Chcą mnie uczyć rzucać mięsem, pochodząc ze świata wegan
Reżyserzy rozumiem, ale kurwa Vega
Nominowali tu kata na barach dźwigałem długo ciężar od rana przez rany
K do O do L do A, lektor flow jak słychać dykcja nie siada #PiotrKnapik
I powiem Ci zamilcz, jak z filmem tu wjadę to dawaj Oscary
A po bankiecie z tej gali przez trzy dni nie trafisz do chaty",1,False,152,16,857
